9
Słońce	1.98855e30	0	0	0	0
Merkury	3.3011e23	57.909e3	0	0	47.36e3
Wenus	4.867e24	1.0821e11	0	0	35.02e3
Ziemia	5.97219e24	1.4959e11	0	0	29.78e3
Mars	6.4171e23	2.2792e11	0	0	24.07e3
Jowisz	1.89819e27	7.7857e11	0	0	13.06e3
Saturn	5.6834e26	1.43353e12	0	0	9.68e3
Uran	8.6813e25	2.87246e12	0	0	6.8e3
Neptun	4.49506e12	4.49506e12	0	0	5.43e3
